AnimalName,Symptoms1,Symptoms2,Symptoms3,Symptoms4,Symptoms5,Dangerous
Dog,Dry skin,No,,,,
Cat,Opaque cornea,Yes,,,,
Dog,Minor diarrhea,No,,,,
Cat,Minor weight loss,Runny nose,Mild conjunctivitis,Sneezing,Occasional hairball vomit,No
Dog,Tremors,Loss of appetite,Paralysis,Weight loss,Yes,
Dog,Dry skin,No,,,,
Dog,Increased thirst,Minor diarrhea,No,,,
Cat,Occasional hairball vomit,Minor weight loss,Increased scratching,Runny nose,No,
Dog,Vomiting,Seizures,Panting,Tremors,Yes,
Dog,Disorientation,Fatigue,Excessive thirst,Drooling,Yes,
Cat,Occasional hairball vomit,Dry stool,Sneezing,Increased scratching,Minor weight loss,No
Dog,Drooling,Glassy eyes,Anxiety,Panting,Seizures,Yes
Cat,Lethargy,Yes,,,,
Dog,Dry skin,Increased thirst,No,,,
Dog,Bad breath,No,,,,
Dog,Fatigue,Depression,Disorientation,Yes,,
Dog,Dry eyes,No,,,,
Cat,Mild conjunctivitis,Dry stool,Minor weight loss,No,,
Dog,Blood in vomit,Drooling,Panting,Seizures,Yes,
Dog,Increased thirst,Joint stiffness,Dry skin,Bad breath,No,
Cat,Mild conjunctivitis,No,,,,
Dog,Dry skin,Minor diarrhea,Increased thirst,No,,
Dog,Minor diarrhea,Bad breath,Increased thirst,Dry eyes,Dry skin,No
Cat,Bloody stool,Lethargy,Yes,,,
Dog,Fatigue,Glassy eyes,Seizures,Yes,,
Cat,Increased scratching,Mild conjunctivitis,Minor weight loss,No,,
Dog,Seizures,Yes,,,,
Dog,Depression,Blood in vomit,Yes,,,
Dog,Disorientation,Nausea,Depression,Tremors,Blood in vomit,Yes
Dog,Seizures,Disorientation,Yes,,,
Dog,Joint stiffness,No,,,,
Cat,Sneezing,Mild conjunctivitis,Minor weight loss,Increased scratching,Runny nose,No
Dog,Glassy eyes,Panting,Fever,Depression,Yes,
Dog,Dry skin,Bad breath,No,,,
Dog,Dry eyes,No,,,,
Dog,Dry eyes,Increased thirst,Bad breath,Dry skin,Joint stiffness,No
Dog,Glassy eyes,Drooling,Seizures,Anxiety,Nausea,Yes
Dog,Joint stiffness,Minor diarrhea,No,,,
Cat,Runny nose,Mild conjunctivitis,Occasional hairball vomit,Sneezing,No,
Dog,Joint stiffness,Dry skin,Dry eyes,No,,
Dog,Paralysis,Nausea,Vomiting,Yes,,
Cat,Increased scratching,Runny nose,Occasional hairball vomit,Mild conjunctivitis,No,
Dog,Tremors,Yes,,,,
Dog,Joint stiffness,Dry eyes,Minor diarrhea,Increased thirst,No,
Cat,Lethargy,Yes,,,,
Cat,Coughing,Yes,,,,
Dog,Panting,Seizures,Loss of appetite,Tremors,Yes,
Dog,Paralysis,Yes,,,,
Cat,Tremors,Lethargy,Yes,,,
Dog,Drooling,Weight loss,High glucose,Glassy eyes,Yes,
Dog,Anxiety,Weight loss,Yes,,,
Dog,Bad breath,Minor diarrhea,Dry skin,Increased thirst,Joint stiffness,No
Dog,Panting,Yes,,,,
Dog,Glassy eyes,Fatigue,Paralysis,Blood in vomit,Excessive thirst,Yes
Dog,Minor diarrhea,Bad breath,Dry skin,No,,
Cat,Bloody vomit,Excess drooling,Foam at the mouth,Yes,,
Cat,Coughing,Pale gums,Bloody vomit,Opaque cornea,Yes,
Dog,Increased thirst,No,,,,
Cat,Occasional hairball vomit,Dry stool,Sneezing,Increased scratching,Minor weight loss,No
Cat,Coughing,Excess drooling,Convulsions,Foam at the mouth,Yes,
